 #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      		      v     			  g     		   r       		     i     		    z      			FUV      		NUV     		    J      		     H      			K        		W1      		   W2     		     W3     			W4
   47484.514284802928       0.65785199999999999        1.7389282907970483E-005   7.0006100000000000        3.1488900000000000E-002   7.3752162458946522        7.1982298469097792        7.7191964354793861        6.6572757487554419        6.8212670126262545        7.2542174583376209        7.6332026297654672        8.1166908983363477        8.4461902411933032        5.2973749440617475        5.9088259601871087        8.1832000990811160        8.3131716583350688        8.4206735430351394        8.5101716583350715        8.5546697887490559        8.6181580573199419        8.6631456687477844     
   47019.174490022771       0.63660399999999995        1.7389282907970483E-005   7.0047476000000000        3.1339199999999998E-002   7.3960115847164474        7.2194039141106785        7.7394232726907219        6.6799158963563556        6.8435578953346194        7.2750192537026948        7.6536156028947104        8.1368081171887283        8.4662309424867281        5.3231362076104460        5.9330317126902798        8.2035746979296746        8.3326539518747538        8.4402424479905065        8.5296539518747565        8.5740691081865137        8.6372616224805299        8.6818769620725469     
   46551.855917073837       0.61512100000000003        1.7389282907970483E-005   7.0088819999999998        3.1190400000000000E-002   7.4168365865801462        7.2406061287138925        7.7596743125480394        6.7025936349118496        6.8658816745129130        7.2958476134475490        7.6740535701812114        8.1569491557314535        8.4862950549148692        5.3489454575431523        5.9572817967938008        8.2239371965900645        8.3521572820153551        8.4598358839645371        8.5491572820153579        8.5934921543313649        8.6563877398816125        8.7006292246152697     
   46081.966088726607       0.59336199999999995        2.2604983370911213E-005   7.0130134999999996        3.1042400000000001E-002   7.4377110519460352        7.2618567432076127        7.7799686213850627        6.7253311335911299        6.8882600245946684        7.3167223160785930        7.6945358349495727        8.1771329606028083        8.5064014078205510        5.3748288663203461        5.9816003948894583        8.2443066265402507        8.3716997671270228        8.4794721097767258        8.5686997671270255        8.6129569502122152        8.6755540758654526        8.7194196487364302     
   45609.992413191852       0.57135499999999995        2.2604983370911213E-005   7.0171394999999999        3.0895300000000001E-002   7.4586166960577458        7.2831370660991652        7.8002884929255458        6.7481081684049755        6.9106730843075042        7.3376250600297155        7.7150444959602709        8.1973419334081861        8.5265324898908226        5.4007629099672450        6.0059656362001235        8.2646649576239426        8.3912644807866528        8.4991341183320444        8.5882644807866555        8.6324466732973164        8.6947441107452335        8.7382321046757880     
   45136.408568250423       0.54909799999999997        2.2604983370911213E-005   7.0212650999999999        3.0748899999999999E-002   7.4795566845523993        7.3044498782912761        7.8206376350277722        6.7709259898793981        6.9331224977274744        7.3585590051458745        7.7355830716004732        8.2175798563414268        8.5466921984550730        5.4267455510087714        6.0303771403473476        8.2850154959221811        8.4108558887369753        8.5188262864298494        8.6078558887369780        8.6519659102571467        8.7139626949981022        8.7570718218526977     
   44661.468615857535       0.52659999999999996        2.2604983370911213E-005   7.0253850000000000        3.0603399999999999E-002   7.5025148482283832        7.3277856733356970        7.8428039517369221        6.7963767902564065        6.9580720925954331        7.3814471419515506        7.7580070705674089        8.2396347054600980        8.5686008329064371        5.4558412527110249        6.0577579134512867        8.3062415323962142        8.4322014701408143        8.5401337638639880        8.6291268889686386        8.6732284289686383        8.7348629387566739        8.7776529450308409     
   44184.302139232968       0.50382400000000005        2.2604983370911213E-005   7.0295012000000003        3.0458699999999998E-002   7.5263313184279852        7.3519838767166021        7.8657450574786054        6.8229443612204363        6.9840835285875116        7.4051681788558312        7.7812344761950669        8.2624639131064512        8.5912556387621457        5.4862598180261415        6.0863961757552261        8.3279045874046318        8.4542960525818103        8.5621329130096555        8.6511136617570727        8.6952316665570706        8.7564803547210417        8.7989716847519972     
   43704.584927797368       0.48075000000000001        2.7820686696941265E-005   7.0336128000000002        3.0314899999999999E-002   7.5501997601361595        7.3762360921939205        7.8887335618061911        6.8495787163549338        7.0101586694682894        7.4289406771217159        7.8045108108495143        8.2853400275917508        8.6139563127628733        5.5167629323248022        6.1151092574504347        8.3496529175146996        8.4764366486984173        8.5841775656839800        8.6731427316617875        8.7172771828617854        8.7781412336262150        8.8203291505607027     
   43223.506893498925       0.45741399999999999        2.7820686696941265E-005   7.0377204000000004        3.0171799999999999E-002   7.5741004929219322        7.4005216874071351        7.9117519237302290        6.8762532713396389        7.0362723612118359        7.4527451943006326        7.8278178195941308        8.3082457435089303        8.6366860278663289        5.5473142619884861        6.1438653513837842        8.3714720841744601        8.4986078441629864        8.6062525455416861        8.6951989375172261        8.7393498191172299        8.7998313510564863        8.8417118471681277     
   42740.539517580226       0.43379000000000001        2.7820686696941265E-005   7.0418238000000004        3.0029600000000000E-002   7.5980337074229247        7.4248412758088627        7.9347993833545694        6.9029712830209569        7.0624272256420575        7.4765818153264405        7.8511550596440181        8.3311801960580851        8.6594437070651153        5.5779213739981408        6.1726700145649467        8.3933602189050269        8.5208079538648711        8.6283560617683897        8.7172804623897306        8.7614477575897283        8.8215484933824548        8.8631172177143434     
   42254.989682620209       0.40984300000000001        3.3036392886060640E-005   7.0459215999999998        2.9888300000000000E-002   7.6220184738103853        7.4492144820642920        7.9578937688391029        6.9297558472511902        7.0886455212703332        7.5004694717469107        7.8745407750295300        8.3541610803756292        8.6822467626486741        5.6086130284410736        6.2015493620350277        8.4153337541272961        8.5430535944804511        8.6505045924169757        8.7394037482043458        8.7835874346043425        8.8433085841630721        8.8845607337600114     
   41768.223105653327       0.38562400000000002        3.3036392886060640E-005   7.0500143000000000        2.9747800000000001E-002   7.6460230577306767        7.4736084792461561        7.9810058021208548        6.9565673065178899        7.1148892314446748        7.5243767023518089        7.8979448682574613        8.3771593895419869        8.7050667359842464        5.6393383974042308        6.2304577596057129        8.4373667390789073        8.5653179117583313        8.6726715563794627        8.7615422483321623        8.8057423055321600        8.8650861348639864        8.9060177606800757     
   41278.413765333658       0.36104300000000000        3.3036392886060640E-005   7.0541026000000002        2.9608099999999998E-002   7.6700986118101717        7.4980758807979022        8.0041833461877694        6.9834674015712359        7.1412179084896330        7.5483542945632358        7.9214162979285696        8.4002226185408375        8.7279503944469710        5.6701740995023648        6.2594648926106302        8.4595031238346046        8.5876455689585072        8.6949012517115740        8.7837401737184386        8.8279565841184358        8.8869239827238395        8.9275299529899037     
   40787.491848414313       0.33617500000000000        3.8252101940088321E-005   7.0581852999999999        2.9469300000000000E-002   7.6941828943282502        7.5225529008495187        8.0273676384553951        7.0103827004074475        7.1675604318255459        7.5723403926979351        7.9448951433463506        8.4232923956250829        8.7508401335644450        5.7010309588100085        6.2884889102339834        8.4816886149971467        8.6099812086229868        8.7171387069926709        8.8059426221522301        8.8501753633522249        8.9087687004713985        8.9490451107400091     
   40293.778988574522       0.31094500000000003        3.8252101940088321E-005   7.0622617999999999        2.9331300000000001E-002   7.7183301593891009        7.5470951361982443        8.0506099143685397        7.0373771940553702        7.1939787760416607        7.5963889151868180        7.9684336469753916        8.4464196229662534        8.7737861817616825        5.7319866505159638        6.3176011050725478        8.5039709643998798        8.6323731307810654        8.7394318865787817        8.8281974723456891        8.8724465195456865        8.9306669097696414        8.9706087629296896     
   39799.076976795477       0.28541400000000000        4.3467813855386338E-005   7.0663318999999998        2.9194200000000000E-002   7.7437992215062934        7.5731006060411019        8.0751320478598849        7.0662150843917644        7.2221052211571219        7.6217992215062935        7.9932325093714880        8.4707662587482844        8.7979311248366798        5.7649620812006077        6.3486890443077897        8.5273475981075819        8.6558950679018736        8.7628684126901106        8.8515292787902737        8.8958684126901062        8.9537946063902716        8.9933283557670656     
   39301.307591315242       0.25948599999999999        4.3467813855386338E-005   7.0703949000000001        2.9057900000000001E-002   7.7712862303449448        7.6013342689579702        8.1016072659275729        7.0978451674542846        7.2528277310013927        7.6492862303449449        8.0199566121319172        8.4969763401232292        8.8239085735188887        5.8010070807324468        6.3827754702977053        8.5522956194298807        8.6811421145058638        8.7880437457413834        8.8765111887015209        8.9210437457413825        8.9787927683015205        9.0178124962928372     
   38802.258088742252       0.23323500000000000        4.8683528635592665E-005   7.0744480999999997        2.8922699999999999E-002   7.7987804408699262        7.6295770537368135        8.1280871646474111        7.1294851154964505        7.2835657632931046        7.6767804408699263        8.0466860356030381        8.5231905012917828        8.8498894227361546        5.8370736230977727        6.4168782402527391        8.5771711746523920        8.7063906022692663        8.8132122630501009        8.9014939389136387        8.9462122630501000        9.0037917313136369        9.0422961970023792     
   38301.078216768576       0.20659700000000000        4.8683528635592665E-005   7.0784984000000000        2.8788100000000000E-002   7.8263484378295907        7.6578968205044369        8.1546366006631281        7.1612085541036379        7.3143914294205921        7.7043484378295908        8.0734860615547426        8.5494731461715112        8.8759376788798967        5.8732428757527195        6.4510751758197955        8.6020361847459021        8.7317032898050471        8.8384365645216292        8.9265398353134309        8.9714365645216283        9.0288538289134301        9.0668409135301999     
   37798.102639567827       0.17959100000000000        5.3899246278888315E-005   7.0825396999999999        2.8654499999999999E-002   7.8552135741757425        7.6874488006312944        8.1822777232944439        7.1945722301800643        7.3467611334741036        7.7331126254955223        8.1014796206548780        8.5768799449093507        8.9030758259340104        5.9112705685843849        6.4870556771575600        8.6281107395036614        8.7580364805031223        8.8648063089884843        8.9527053603082685        8.9977053603082666        9.0551031386933616        9.0925034629478390     
   37293.745260879659       0.15222800000000000        5.9114966783454294E-005   7.0865691000000002        2.8521800000000000E-002   7.8859933826821056        7.7188219170954966        8.2115283420647458        7.2303633772733065        7.3814125728997801        7.7636402553125450        8.1312345968038642        8.6059512179694551        8.9318220873256244        5.9520408190645142        6.5256775052127409        8.6560975757234608        8.7858644222683964        8.8928849848912179        8.9805318575216546        9.0255318575216563        9.0831089816169452        9.1198256027825337     
   36787.815523383440       0.12447800000000001        5.9114966783454294E-005   7.0905924999999996        2.8389999999999999E-002   7.9168056493637380        7.7502374634847513        8.2408067259338864        7.2662027541298997        7.4161166625827590        7.7941995571254274        8.1610189104105046        8.6350578933399724        8.9605945414572687        5.9928751188960661        6.5643646583956894        8.6841571181321058        8.8136993754535524        8.9209958943867420        9.0083898021484323        9.0533898021484305        9.1111386347423462        9.1471776176718151     
   36279.893206447690        9.6311999999999995E-002   6.4330690152928583E-005   7.0946059999999997        2.8259200000000002E-002   7.9476593648775626        7.7817049365177375        8.2701206204969075        7.3021035848130857        7.4508856306758240        7.8247993114807848        8.1908407272904569        8.6642076079467500        8.9894005137033552        6.0337909567486072        6.6031327890242437        8.7122961877992005        8.8415478478197826        8.9491458183596464        9.0362857649628729        9.0812857649628675        9.1391987775130232        9.1745656581693176     
   35770.416749310098        6.7736000000000005E-002   6.9546416387311188E-005   7.0986110000000000        2.8129200000000000E-002   7.9804071739261744        7.8152607844275543        8.3013239801741037        7.3407176598104869        7.4882817548158940        7.8572923823008303        8.2225535634247962        8.6952091885487590        9.0199796052980687        6.0775052290748661        6.6448850196974476        8.7422340514002954        8.8709416904138685        8.9786400206781352        9.0656852995460007        9.1108000911713454        9.1689148827966918        9.2036852995460023     
   35259.650241854288        3.8759000000000002E-002   7.4762145482964109E-005   7.1026059999999998        2.8000100000000000E-002   8.0154504248867191        7.8513415484030133        8.3348189516122844        7.3826242986216855        7.5288527675717525        7.8920802500076448        8.2565593013704301        8.7284487767332095        9.0527084269750659        6.1246043464276489        6.6902443942741385        8.7743252094224786        8.9022288823551960        9.0097458730460573        9.0968978017006279        9.1422679765796993        9.2006381514587687        9.2348978017006260     
   34747.694935070002        9.3670000000000003E-003   7.9977877441706366E-005   7.1065917000000001        2.7871900000000002E-002   8.0505223356486084        7.8874533125784723        8.3683390536538198        7.4245757204251674        7.5694570875112603        7.9268961831161455        8.2905913587187499        8.7617129011213564        9.0854605960564250        6.1717524857553521        6.7356485184280963        8.8064623650813019        8.9335442847132143        9.0408630770100551        9.1281300476616352        9.1737562001940987        9.2323823527265674        9.2661300476616333     
   34234.737326748633       -2.0444000000000000E-002   8.5193612265356926E-005   7.1105653999999996        2.7744700000000001E-002   8.0856053966649419        7.9235781836114434        8.4018673470451901        7.4665519195538366        7.6100751937235600        7.9617227653283180        8.3246326097184422        8.7949847157085621        9.1182194530353087        6.2189277772758302        6.7810761427194493        8.8386290359302464        8.9648717573627046        9.0719755726684106        9.1593659266155569        9.2052485579521814        9.2641311892888076        9.2973659266155551     
