 #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      		      v     			  g     		   r       		     i     		    z      			FUV      		NUV     		    J      		     H      			K        		W1      		   W2     		     W3     			W4
   79614.835114538742      -0.19581000000000001        2.9414016317144844E-004   9.3040544000000001        4.1922000000000001E-003   11.312880130256133        11.124995679721771        11.677649031324858        10.517194815553065        10.700087594030144        11.195134864344681        11.581726064301950        12.073640703382146        12.410563670405054        9.0081039040636171        9.6987340463927119        12.158278747770673        12.297417932393579        12.411409604450867        12.507340899416491        12.556302382927942        12.629225349950850        12.679217022008139     
   78605.149857209530      -0.21847800000000001        3.1547151120855688E-004   9.3045510999999994        4.1897999999999996E-003   11.325343088966523        11.137761544009361        11.689506178880851        10.531047238522582        10.713659219723592        11.207700778380801        11.593785148909408        12.085475742636998        12.422196772608441        9.0249045357805251        9.7140000287224879        12.169730034423733        12.308669268795175        12.422638832551325        12.518390298766615        12.567250813752338        12.639971843723782        12.689941407479932     
   77636.687999422167      -0.24055299999999999        3.3939123463341050E-004   9.3050917999999996        4.1872000000000003E-003   11.337453012620665        11.150162006220837        11.701035025420319        10.544489202576644        10.726832288621301        11.219909711020721        11.605507687820433        12.096982945775492        12.433510283375375        9.0411745198231497        9.7287978393774548        12.180869333420086        12.319617038219972        12.433564958575142        12.529144375819856        12.577908044619798        12.650435382219682        12.700383302574854     
   76687.044413706768      -0.26242399999999999        3.6676242212882926E-004   9.3055833999999997        4.1847999999999998E-003   11.349250420106685        11.162244306782576        11.712262646754912        10.557592566193282        10.739672337651612        11.231804049265314        11.616925237872170        12.108188988620697        12.444526397503438        9.0570514619277489        9.7432307040140955        12.191715130920393        12.330274873403134        12.444201215268919        12.539612282285876        12.588280986727248        12.660618395609987        12.710544737475775     
   75779.371675129310      -0.28364800000000001        3.9801765729214364E-004   9.3061214999999997        4.1822999999999999E-003   11.360634722618796        11.173900911116254        11.723102345623873        10.570224369076600        10.752052927776154        11.243281271451282        11.627946471288849        12.119007598426860        12.455163472761884        9.0723344524157401        9.7571332487314191        12.202189608293926        12.340569968628953        12.454475221431936        12.549725842963978        12.598303780131490        12.670459654466518        12.720364907269504     
   74897.616987391782      -0.30446699999999999        4.3434464761526217E-004   9.3066098999999998        4.1799000000000003E-003   11.371679428353488        11.185210143257272        11.733617998545924        10.582480786814301        10.764065610067362        11.254416106254752        11.638638475148447        12.129502460389084        12.465481983786560        9.0871667961077058        9.7706241230319506        12.212350605740880        12.350556568738362        12.464441030581519        12.559536092135836        12.608025853834580        12.680005377232057        12.729889839075213     
   74051.523855953317      -0.32474700000000001        4.7714797431780198E-004   9.3071523999999997        4.1773000000000001E-003   11.382433226779266        11.196217769622478        11.743864141092839        10.594396495905741        10.775747940937716        11.265256683993670        11.649053836321649        12.139728153217646        12.475538457988840        9.1015544549986664        9.7837243625074066        12.222256141035221        12.360295055406411        12.474159067531218        12.569105360177602        12.617510512563197        12.689320817334387        12.739184829459198     
   73250.568565347610      -0.34412500000000001        5.2686329263644895E-004   9.3076389000000006        4.1749999999999999E-003   11.392529886912675        11.206554716343069        11.753480228051883        10.605592923399781        10.786723705890791        11.275435385656136        11.658830114338810        12.149324616130476        12.484974729843541        9.1150913308816808        9.7960421274082936        12.231549899878020        12.369430569191090        12.483274957269684        12.578080682904160        12.626405739760697        12.698055853473763        12.747900241552356     
   72492.654028794350      -0.36273400000000000        5.8651670738774444E-004   9.3081805000000006        4.1723000000000003E-003   11.402357844766478        11.216610048557840        11.762853437183754        10.616460694669254        10.797383203334803        11.285341301363598        11.668354906377996        12.158678724726844        12.494177255532602        9.1281739884426649        9.8079709790289442        12.240617776795272        12.378349029601033        12.492174317144119        12.586847560406792        12.635096825809672        12.706595356615427        12.756420644158521     
   71794.801649661400      -0.38001900000000000        6.5600933596334703E-004   9.3086602000000003        4.1700000000000001E-003   11.411310665768896        11.225772225274001        11.771387546758698        10.626370775228866        10.807101743154272        11.294365826403935        11.677028586428763        12.167195019328188        12.502553979658119        9.1401237370753545        9.8188580529193370        12.248870826618559        12.386464427748495        12.500271900317985        12.594823388078426        12.643002868243391        12.714361828573322        12.764169301142816     
   71152.964641210812      -0.39614700000000003        7.3934654917587751E-004   9.3091899999999992        4.1675000000000002E-003   11.419746676974558        11.234400787582196        11.779438455759283        10.635686304067708        10.816241655869227        11.302868140510441        11.685207862831042        12.175228993350132        12.510459586278373        9.1513154090173501        9.8290721535700136        12.256662881615767        12.394130234544011        12.507920772134856        12.602360827472253        12.650476123936375        12.721706716864617        12.771497254455461     
   70574.043369304898      -0.41080699999999998        8.3665395678534087E-004   9.3096566999999997        4.1653000000000003E-003   11.427327636900753        11.242155423889958        11.786672062922335        10.644060420796951        10.824457562394514        11.310508859363821        11.692557254248474        12.182447134335565        12.517561943009422        9.1613819968127395        9.8382567600799256        12.263663053470058        12.401016488943920        12.514791560357143        12.609131297617775        12.657188701954713        12.728303510628567        12.778078582041797     
   70096.607546555126      -0.42306899999999997        9.4114288375567417E-004   9.3101281999999994        4.1630000000000000E-003   11.433834240614157        11.248805258350192        11.792892205142092        10.651220287984131        10.831487459512946        11.317065092659501        11.698872883632777        12.188654015877244        12.523673337386551        9.1699378025639682        9.8460850374189555        12.269690335360714        12.406950169670022        12.520711980405174        12.614969491179334        12.662979151933992        12.733998473443300        12.783760284178452     
   69684.309341736895      -0.43370799999999998        1.0546631864141319E-003   9.3105197999999998        4.1611000000000000E-003   11.440090248062797        11.255208882111903        11.798861622387813        10.658135121567645        10.838282493570164        11.323324685048599        11.704924760519463        12.194556405056163        12.529524835990332        9.1782955347890169        9.8536717956866919        12.275437771007057        12.412632996712832        12.526343063809575        12.620545931729550        12.668514362663723        12.739395728614619        12.789082869068766     
   69337.790751322362      -0.44278299999999998        1.1760400809132535E-003   9.3109316000000000        4.1592000000000000E-003   11.445682954048037        11.260931697959885        11.804203267786340        10.664305117183167        10.844350180808560        11.328910540660415        11.710335709636075        12.199827099536604        12.534760878611733        9.1857391516156515        9.8604308729059174        12.280578355624757        12.417723581524646        12.531379692850150        12.625541058537662        12.673474837612796        12.744226093700943        12.793833785663585     
   69027.953838095636      -0.45090400000000003        1.3073454003009600E-003   9.3112759999999994        4.1574999999999997E-003   11.450684408576372        11.266049401800885        11.808980151022791        10.669822853811361        10.849776343962787        11.333905687336124        11.715174560255171        12.204540637790409        12.539443433174220        9.1923955993701618        9.8664753322865977        12.285175644565896        12.422275893469212        12.535884030717320        12.630008104860885        12.677910900244697        12.748545907020180        12.798082568547553     
   68759.545920868273      -0.45805000000000001        1.4471901812272562E-003   9.3116512999999994        4.1557000000000000E-003   11.455189225686572        11.270654817075597        11.813290317588551        10.674774196978467        10.854648665954725        11.338405240643946        11.719538408404377        12.208795621572724        12.543671576164810        9.1983332868286265        9.8718829689129901        12.289330030183701        12.426391409490533        12.539957893959960        12.634049863509420        12.681925818101510        12.752460226712481        12.801934940454027     
   68509.216377778648      -0.46470000000000000        1.5983035449409612E-003   9.3119665000000005        4.1542000000000003E-003   11.459297229786568        11.274856591778125        11.817216729793682        10.679298878487014        10.859099509400348        11.342508144329241        11.723514886518128        12.212670707069240        12.547521628707013        9.2037778264319030        9.8768332106447900        12.293111345077680        12.430136229800798        12.543664109991013        12.637725946171461        12.685576867809242        12.756017505817681        12.805434531635907     
   68284.007284348918      -0.47077300000000000        1.7589746888595527E-003   9.3123196999999998        4.1524999999999999E-003   11.463177260116019        11.278820881141783        11.820933289154567        10.683553114072126        10.863287595057432        11.346383762855520        11.727276487697694        12.216340811811435        12.551169212539868        9.2088595110595399        9.8814703016887329        12.296697190785672        12.433689318193110        12.547182392970974        12.641217296438914        12.689045697167352        12.759402076141583        12.808766822737958     
   68064.240065399877      -0.47667199999999998        1.9322682885693893E-003   9.3126186000000004        4.1510999999999996E-003   11.466828000543430        11.282553818686459        11.824424482758396        10.687569357801436        10.867239104221056        11.350029989112617        11.730811634745315        12.219786856371478        12.554593280378015        9.2136831837286408        9.8858601496902594        12.300061038228456        12.437020964973364        12.550480310248073        12.644488722823798        12.692295146830340        12.762569328687313        12.811883216469575     
   67859.241345567556      -0.48225400000000002        2.1165863621953919E-003   9.3129601999999991        4.1495000000000004E-003   11.470388182174350        11.286190572598912        11.827835738079035        10.691469877249673        10.871079490453340        11.353586109937140        11.734263889809920        12.223155745548148        12.557941669682705        9.2183367712338580        9.8901091669622083        12.303353355123591        12.440283293983718        12.553711127527258        12.647694979424600        12.695480903559158        12.765678513134599        12.814944607566499     
   67651.277179651224      -0.48787500000000000        2.3154422079084613E-003   9.3132511999999998        4.1481000000000001E-003   11.473882835641131        11.289762900954528        11.831179305852146        10.695310231020983        10.874858618974876        11.357076416626388        11.737649050416213        12.226456556488078        12.561221684206039        9.2229410816415296        9.8943030598155737        12.306576491174678        12.443475776063160        12.556871874328571        12.650830583031794        12.698595710749760        12.768715645436362        12.817933472257554     
   67451.249629492086      -0.49335699999999999        2.5269180767355974E-003   9.3135890999999997        4.1463999999999997E-003   11.477430053277303        11.293384724328632        11.834581098921070        10.699189387010293        10.878679118299139        11.360619580580430        11.741090848995171        12.229816992446970        12.564562117409920        9.2275549342842993        9.8985222626401566        12.309862321395642        12.446732144564844        12.560097696284490        12.654032348550565        12.701777473513516        12.771822802462186        12.820993866891211     
   67242.522970103280      -0.49902999999999997        2.7551988850689213E-003   9.3138787000000001        4.1450999999999997E-003   11.480883013666228        11.296915546859006        11.837882322126122        10.702989237397874        10.882417509088905        11.364068070847049        11.744433817532100        12.233075311920141        12.567799564217149        9.2321214447893087        9.9026769483486969        12.313042778727363        12.449881630586015        12.563215535618392        12.657124845096225        12.704849097393238        12.774816564200455        12.823939096375296     
   67036.911897158323      -0.50469100000000000        2.9980486054058133E-003   9.3142169999999993        4.1434999999999996E-003   11.484452594017736        11.300561717007398        11.841302320094272        10.706899995541090        10.886267937110233        11.367633349766258        11.747894937714836        12.236452834473702        12.571156525663415        9.2367873092701238        9.9069372453159197        12.316343711484045        12.453152046170800        12.566454785053189        12.660339231991429        12.708042923181146        12.777933800191484        12.827008202319437     
   66818.388918116107      -0.51065300000000002        3.2604409855669018E-003   9.3145091000000004        4.1421000000000001E-003   11.488088489934224        11.304279037220002        11.844779265029931        10.710899058826453        10.890202611901888        11.371264429187249        11.751415587246306        12.239884906413554        12.574566745305365        9.2415889226824461        9.9113077976656534        12.319694359127777        12.456470040125634        12.569739875803212        12.663597653948049        12.711279492839861        12.781088945554078        12.830112489790729     
   66599.658152780583      -0.51669200000000004        3.5397147742040717E-003   9.3148522000000007        4.1403999999999998E-003   11.491885276714587        11.308157205593659        11.848416829561717        10.715058832395044        10.894298138640877        11.375056477654773        11.755096897931161        12.243477352392276        12.578137318207549        9.2465518893699397        9.9158394135353198        12.323205423513205        12.459948382408847        12.573185320959038        12.667016487714498        12.714676453529780        12.784404524650707        12.833376839621447     
   66365.596159916313      -0.52310699999999999        3.8417527066546883E-003   9.3151507000000002        4.1390000000000003E-003   11.495727988868275        11.312087036822604        11.852089192598513        10.719290556214712        10.898460837862686        11.378893878086572        11.758816073366528        12.247101709030495        12.581738268646486        9.2516431368413166        9.9204690427428552        12.326742661076167        12.463450396328749        12.576652339924141        12.670454788758427        12.718091348374422        12.787732300420092        12.836650103270372     
   66129.159063475614      -0.52965700000000004        4.1634712121535813E-003   9.3155008000000006        4.1373000000000000E-003   11.499760476277501        11.316207395380903        11.855949470350726        10.723715482198386        10.902816233117427        11.382921062206293        11.762723638538031        12.250913298963425        12.585526214869770        9.2569361763923190        9.9252959117904780        12.330466379860020        12.467138464423954        12.580305127579059        12.674078629414204        12.721691545320553        12.791244626217146        12.840107037558635     
   65874.904709813214      -0.53665700000000005        4.5114563100258354E-003   9.3158066999999996        4.1358999999999996E-003   11.503871758290890        11.320413212843674        11.859875608024472        10.728249383120916        10.907275081333863        11.387026401527601        11.766700627082505        12.254787362166434        12.589374852637411        9.2624036521313169        9.9302620451142349        12.334245907613651        12.470879457758047        12.584008379026594        12.677750512734283        12.725338003205264        12.794796548652483        12.843599719231152     
   65616.641826815990      -0.54383700000000001        4.8824254780910790E-003   9.3161652000000004        4.1342000000000002E-003   11.508194622967606        11.324831955928799        11.864010261938299        10.733000999953942        10.911950653301984        11.391343273459528        11.770886933572934        12.258868929503661        12.593430593686341        9.2681034148866406        9.9354527088483540        12.338231596542469        12.474825900908987        12.587916589090513        12.681626903765112        12.729188567947796        12.798551234986602        12.847293892243885     
   65339.378619720810      -0.55150900000000003        5.2837947361678910E-003   9.3164800999999997        4.1326999999999996E-003   11.512664411211126        11.329404724333070        11.868278040814761        10.737931691327436        10.916799425313346        11.395806396180962        11.775210165090819        12.263079996138710        12.597613934000680        9.2740520550042973        9.9408547476739066        12.342339683016764        12.478891670418399        12.591941496602683        12.685617419434482        12.733151357296457        12.802411044174516        12.851089064068287     
   65057.144914660414      -0.55939799999999995        5.7116474871782260E-003   9.3168468999999998        4.1308999999999998E-003   11.517358709443382        11.334203685661677        11.872766545067805        10.743094622072618        10.921879153147017        11.400493931227544        11.779755116084871        12.267510586450733        12.602016300942200        9.2802510200725337        9.9464974757176954        12.346665610232442        12.483174380692226        12.596182753706838        12.689823689982461        12.737329404473929        12.806484428255636        12.855096303822727     
   64754.357706543720      -0.56782200000000005        6.1743597526276233E-003   9.3171704000000002        4.1294000000000001E-003   11.522167914642397        11.339125230803338        11.877355024280535        10.748407202584831        10.927102191496795        11.405295655485956        11.784404152739226        12.272037214221845        12.606512649992498        9.2866751383141750        9.9523247944837063        12.351079898060904        12.487542133918675        12.600506205372868        12.694109381987078        12.741584817757735        12.810627501596793        12.859168750781661     
   64446.301687298357      -0.57648500000000003        6.6677180366800145E-003   9.3175460000000001        4.1276000000000004E-003   11.527205726446510        11.344277153729099        11.882168085585128        10.753956593535612        10.932560668041802        11.410325858404018        11.789278825247667        12.276787161922588        12.611231792091317        9.2933552252501137        9.9583978806672029        12.355715734639997        12.492130444723745        12.605049625146187        12.698614387272425        12.746059017441159        12.814987590158569        12.863456614453536     
   64117.266665721232      -0.58570599999999995        7.2011973747846125E-003   9.3178785000000008        4.1260000000000003E-003   11.532416597460831        11.349609966348694        11.887138959680986        10.759714491683255        10.938221185682970        11.415528387014980        11.794315506347843        12.281690899014130        12.616102625680703        9.3003208805742332        9.9647151383515293        12.360497530126274        12.496861321901136        12.609732710125989        12.703256226346710        12.750667953013277        12.819474584125420        12.867866799012713     
   63782.421028206540      -0.59518800000000005        7.7695164404959485E-003   9.3182624999999994        4.1241999999999997E-003   11.537810789174202        11.355128049769100        11.892288712900125        10.765664802432426        10.944072578740890        11.420914068180380        11.799532228694481        12.286772147105765        12.621150389208587        9.3075000736342375        9.9712346866844754        12.365454886510875        12.501766636626044        12.614589612819334        12.708071133928328        12.755449376031152        12.824132115436257        12.872445778648075     
   63426.390929626265      -0.60525499999999999        8.3835031779711921E-003   9.3186040000000006        4.1225999999999997E-003   11.543380688462843        11.360829741740325        11.897598771762915        10.771826601531814        10.950128934810699        11.426474714112178        11.804913493576990        12.292009633948844        12.626352273041803        9.3149685647415303        9.9780017369514482        12.370560580671359        12.506816855062990        12.619588497950247        12.713025162692542        12.760367801785506        12.828918748508023        12.877149220343281     
   63064.361058299721      -0.61559200000000003        9.0372589271803753E-003   9.3189984999999993        4.1206999999999997E-003   11.549189229920941        11.366772066024211        11.903142863188343        10.778236408648425        10.956431710965912        11.432273804447533        11.810529990976683        12.297479741400004        12.631786177505830        9.3227068532593051        9.9850269948493136        12.375896905296727        12.512096496455744        12.624816213614217        12.718207224246640        12.765513660352472        12.833930824249201        12.882076282987448     
   62681.300709073577      -0.62652799999999997        9.7427831910347883E-003   9.3193491999999996        4.1190000000000003E-003   11.555171379748497        11.372895841088521        11.908845271868501        10.784855356566727        10.962937143579449        11.438245758172151        11.816309011726688        12.303104135210315        12.637372265281225        9.3307315255668080        9.9922971453612988        12.381379673870292        12.517519163988506        12.630184064083014        12.723526572577573        12.770794702648484        12.839070241308459        12.887126086273927     
   62292.677733412522      -0.63773299999999999        1.0492889234530850E-002   9.3197524000000005        4.1171000000000003E-003   11.561333820530495        11.379201707746860        11.914723653253615        10.791663207493427        10.969630020413449        11.444397788440229        11.822265117706932        12.308903179200298        12.643132446973640        9.3389652581895337        9.9997656553466232        12.387035291983929        12.523113485976738        12.635723095303954        12.729016330987028        12.776245598760370        12.844377711544000        12.892342195800419     
   61883.661229907870      -0.64953799999999995        1.1301243610861406E-002   9.3201114000000000        4.1154000000000000E-003   11.567661324524245        11.385680240882667        11.920752268235567        10.798670590083788        10.976516134052758        11.450714150974630        11.828375535989583        12.314848554881547        12.649036921004537        9.3474734243835087        10.007468365992942        12.392829638523128        12.528843211946882        12.641394736892099        12.734635929465473        12.781824295588464        12.849805379230045        12.897674046726408     
   61469.403678163762      -0.66161400000000004        1.2159254634139131E-002   9.3205218999999992        4.1135000000000000E-003   11.574164947549811        11.392336548534246        11.926952892580225        10.805862148552631        10.983585057256079        11.457206397605511        11.834659011844593        12.320964685715857        12.655111626083674        9.3561847173991239        10.015364162299754        12.398793084731423        12.534740837610642        12.647233905834870        12.740422296258387        12.787569236626204        12.855397635641772        12.903168791233103     
   61035.428796595683      -0.67428900000000003        1.3081740457322126E-002   9.3208874000000002        4.1117999999999997E-003   11.580824562341983        11.399156200765455        11.933295172441708        10.813243044129878        10.990837222368858        11.463853921884089        11.841088086682388        12.327218708601025        12.661322251480685        9.3651577675245843        10.023482815175667        12.404887070177553        12.540765782541436        12.653197698816536        12.746330601238304        12.793434144117965        12.861102505694491        12.908771851795921     
   60597.401301825194      -0.68721800000000000        1.4058688947442789E-002   9.3213038000000008        4.1098000000000003E-003   11.587697463315259        11.406190326387708        11.939847467819718        10.820843274295335        10.998307709885886        11.470714502108439        11.847727987559352        12.333681732880081        12.667741473010263        9.3743647130717598        10.031827692082231        12.411188869807631        12.546997472324172        12.659368090198178        12.752444869121540        12.799504609251724        12.867011746179273        12.914577834832819     
   60140.495230074404      -0.70073700000000005        1.5106580922127875E-002   9.3216742000000004        4.1079999999999997E-003   11.594715169240182        11.413376302301440        11.946530847054522        10.828620264902344        11.005949110271366        11.477719197193469        11.854502748008507        12.340272249300536        12.674286298823546        9.3838177637043572        10.040381423011219        12.417611116239279        12.553346524868861        12.665653264808299        12.758671342284593        12.805685391807604        12.873024258746348        12.920482992145647     
   59681.124852780871      -0.71447499999999997        1.6213153695990540E-002   9.3220943999999992        4.1060000000000003E-003   11.602625780682029        11.421483344430843        11.954036919224738        10.837416789466399        11.014577617007507        11.485644171971959        11.862100694254181        12.347684766595297        12.681620991565850        9.3945768462536741        10.050099923500348        12.424928949426413        12.560402674027937        12.672654269048078        12.765590494018632        12.812590494018632        12.879751321559745        12.927065407590788     
   59203.720546410121      -0.72880199999999995        1.7396489665251012E-002   9.3224674000000007        4.1043000000000000E-003   11.610991093435661        11.430065899058437        11.961951107823413        10.846760206984182        11.023731564802748        11.494037256877004        11.870110363714129        12.355501982332694        12.689342726441975        9.4060870594293533        10.060465858340738        12.432683391791262        12.567798029761786        12.679995572479104        12.772836316588386        12.819836316588386        12.886807674406949        12.933955586866855     
   58725.537438414365      -0.74331000000000003        1.8642256380999412E-002   9.3228889000000006        4.1022999999999997E-003   11.619527788820982        11.438820333584982        11.970036085998764        10.856276362483520        11.033058133058883        11.502602104160346        11.878290978511078        12.363489637886445        12.697234745374125        9.4177730193274485        10.071005864779643        12.440611038664407        12.575363806003587        12.687506730924859        12.780251838412539        12.827251838412543        12.894033608987908        12.941015028102640     
   58231.100788861651      -0.75837100000000002        1.9969840052647327E-002   9.3232631000000001        4.1005000000000000E-003   11.628212168548457        11.447730351864747        11.978253892969155        10.865974485802569        11.042559978518115        11.511315844580293        11.886607672811385        12.371607060726928        12.705253280884699        9.4297146937419694        10.081762388035239        12.448668181854933        12.583045513579462        12.695131213915788        12.787777434073559        12.834777434073564        12.901362926789107        12.948172938336489     
   57737.902127710062      -0.77357200000000004        2.1363010396410771E-002   9.3236857000000004        4.0984999999999997E-003   11.636983547070368        11.456726990831438        11.986560053810230        10.875756861827099        11.052146765478184        11.520116894482520        11.895012473384686        12.379812891435773        12.713360471861311        9.4417344218274799        10.092600129733988        12.456817154809602        12.590817488387781        12.702845536363480        12.795393116789025        12.842393116789022        12.908783020440108        12.955422043103344     
   57229.901706555713      -0.78929600000000000        2.2842625484456987E-002   9.3240607999999998        4.0968000000000003E-003   11.645826843258588        11.465802763932517        11.994924626321696        10.885642434802032        11.061830638684652        11.528990967815142        11.903478645980384        12.388074363463007        12.721520343804317        9.4539245191953203        10.103572526491051        12.465021544139363        12.598632514282668        12.710600508369561        12.803046488710875        12.850046488710875        12.916234692593497        12.962698291432671     
   56724.934097763391      -0.80511600000000005        2.4390124863797352E-002   9.3244831999999995        4.0948000000000000E-003   11.654782085667581        11.474989329139358        12.003404236876229        10.895633568982941        11.071621475422045        11.537977235578467        11.912059250056675        12.396451290895783        12.729796277715334        9.4662057894223395        10.114643564056973        12.473345383441540        12.606566524815321        12.718474157793548        12.810819144613099        12.857819144613099        12.923807051052204        12.970096309002198     
   56206.947478327173      -0.82142700000000002        2.6027640132119983E-002   9.3248566999999998        4.0930000000000003E-003   11.663834320244925        11.484279262769350        12.011968989239010        10.905749293204027        11.081531498995359        11.547061468560683        11.920727599743346        12.404910951934676        12.738152341430338        9.4786707596879634        10.125866860435950        12.481751733747744        12.614572196044522        12.726417326213001        12.818658715708667        12.865658715708667        12.931440921500000        12.977551995207088     
   55693.434401704930      -0.83779000000000003        2.7734171173880412E-002   9.3252772000000004        4.0910000000000000E-003   11.672923038345505        11.493603904744710        12.020574712907095        10.915892192101982        11.091470674662663        11.556182387305395        11.929436026026753        12.413412290987438        12.746550977867781        9.4911419360942553        10.137107287458345        12.490204252107539        12.622624423308910        12.734406834189141        12.826545521069484        12.873545521069484        12.939124003630166        12.985058508750733     
