 #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      		      v     			  g     		   r       		     i     		    z      			FUV      		NUV     		    J      		     H      			K        		W1      		   W2     		     W3     			W4
   78825.366738699609       0.55735800000000002        3.6892502439042120E-004   8.3765882999999999        1.0178500000000000E-002   9.3805016972495121        9.1928540872279054        9.7467969172927322        8.5896398306153348        8.7713469185680122        9.2620080504495146        9.6510318439449936        10.144737439361668        10.481055637440475        7.0867168551303035        7.7742843171811540        10.224113622835537        10.366092137335952        10.478468320809823        10.574739747357564        10.623622284031432        10.697823018784112        10.750257187653046     
   77598.620373193378       0.52794200000000002        3.8907891370365631E-004   8.3787550999999993        1.0153100000000000E-002   9.4000035000659423        9.2127239139539867        9.7655626722898603        8.6108504111434740        8.7922536732050247        9.2815185204659443        9.6700429482152188        10.163438996340265        10.499567375964496        7.1116632055734854        7.7972123426210018        10.242683837977584        10.384121844513775        10.496366686151095        10.592401430625735        10.641161292663050        10.715049534324606        10.767410837975014     
   76429.496753080864       0.49946900000000000        4.0998941339816496E-004   8.3808588999999998        1.0128600000000000E-002   9.4186637604610741        9.2317349114351526        9.7835214585129240        8.6311390294067625        8.8122547712836212        9.3001871960610760        9.6882355591623099        10.181334565661990        10.517283922263543        7.1355139963984566        7.8191377339524504        10.260454079737299        10.401379156564774        10.513498670640084        10.609308005590700        10.657950955266005        10.731543261542866        10.783832933091931     
   75129.413755992253       0.46757900000000002        4.3165676477954665E-004   8.3829425999999998        1.0104300000000000E-002   9.4387898676512290        9.2522510435244332        9.8028675159048273        8.6530769179928431        8.8338747454791626        9.3203216380512313        9.7078416331536257        10.200608512545307        10.536361628256023        7.1614159096843846        7.8428957387344536        10.279589683520905        10.419945164158422        10.531926335134022        10.627483988285219        10.675996929660817        10.749262986747139        10.801472212987617     
   73941.286063052321       0.43786399999999998        4.5418903396122801E-004   8.3849660000000004        1.0080799999999999E-002   9.4574726590457097        9.2712902732267928        9.8208374306835431        8.6734149945574366        8.8539244685304404        9.3390125230457102        9.7260491734709298        10.218510342529459        10.554085823896152        7.1853783605223676        7.8648971940691652        10.297364607135762        10.437202202321377        10.549056466927677        10.644384588140287        10.692778716746595        10.765748326719599        10.817881374565513     
   72861.985222050629       0.41033399999999998        4.7758651811435015E-004   8.3869530999999995        1.0057699999999999E-002   9.4748338373954777        9.2889752418288598        9.8375510285287096        8.6922792456846079        8.8725288705518981        9.3563816497954786        9.7429786314843003        10.235159999228033        10.570575613173121        7.2075365069191282        7.8852724663737366        10.313898385350241        10.453268219661938        10.565006605784143        10.660126815228553        10.708413013750759        10.781114826218049        10.833175984517377     
   71657.227367100088       0.37942500000000001        5.0195736812474936E-004   8.3888963000000007        1.0035300000000000E-002   9.4934877672536064        9.3079905990434728        9.8554821036738662        8.7126120637396642        8.8925727440499731        9.3750433524536039        9.7611506582004441        10.253018591573687        10.588257963947283        7.2315483085385441        7.9072919454257242        10.331628729110394        10.470476440094126        10.582086577630834        10.676973608304253        10.725139331040966        10.797544426151278        10.849525328851096     
   70510.371035213189       0.34948400000000002        5.2719408941055690E-004   8.3908099000000007        1.0013200000000000E-002   9.5114231658237571        9.3262700545131949        9.8727293884448848        8.7321454067744604        8.9118330115672499        9.3929864054237555        9.7786273142378448        10.270194894962657        10.605268223051930        7.2545855475510450        7.9284308873251632        10.348682692466181        10.487035611066013        10.598523408569534        10.693188722376576        10.741239759480099        10.813364124672891        10.865266391590666     
   69460.355226269821       0.32156899999999999        5.5351275600094136E-004   8.3926615000000009        9.9918999999999997E-003   9.5292008416250784        9.3443935296703540        9.8898230902834658        8.7516015562177945        8.9309795141725221        9.4107714876250785        9.7959310192382123        10.287175309941878        10.622090550851349        7.2776445816090334        7.9495729168105083        10.365565948962379        10.503445338941857        10.614851523077641        10.709283445509739        10.757229481032367        10.829013623122874        10.880718062439692     
   68410.222036468491       0.29327999999999999        5.8069803063042966E-004   8.3944861999999993        9.9708999999999996E-003   9.5479774640366095        9.3635462778163863        9.9078646194621349        8.7722611195709668        8.9512702505911896        9.4295554088366096        9.8141825750548435        10.305060599460148        10.639809741273076        7.3022774928473027        7.9721227199053217        10.383373242833958        10.520751774887664        10.632106732682029        10.726274841498604        10.774115863702253        10.845479952516840        10.896871912512861     
