designation;nro;bprp;gabs;mass(Msun);prob
Gaia EDR3 3229556024930689024;3275;0,70856285;14,01093008;0,572896924;0,544234216
Gaia EDR3 3231208075508427648;3276;1,0311375;14,51427296;0,470100429;0,875651598
Gaia EDR3 3231500000140463360;3277;0,6317196;14,2486793;0,758141004;0,534442365
Gaia EDR3 3232422078080992768;3278;1,0703068;14,85656493;0,545192221;0,909779549
Gaia EDR3 3234228090352921472;3279;0,51034355;12,81645763;0,407122328;0,567987859
Gaia EDR3 3234283134653074816;3280;0,59902954;13,9688246;0,684322292;0,594226599
Gaia EDR3 3234726860609678720;3281;1,072525;14,89882573;0,558778348;0,928552747
Gaia EDR3 3235993150111995392;3282;1,1438103;14,84322908;0,481544216;0,948281765
Gaia EDR3 3236259854698180480;3283;0,1703186;12,93248985;0,833070811;0,75192064
Gaia EDR3 3236884819682654848;3284;0,96520233;14,68274922;0,571254432;0,928755522
Gaia EDR3 3238080302355383936;3285;-0,11502075;11,45469059;0,605017679;0,931587577
Gaia EDR3 3238278725548500992;3286;1,30233;15,2918998;0,4813034;0,991239607
Gaia EDR3 3238395381157771904;3287;0,49396896;13,33729166;0,559767242;0,537702382
Gaia EDR3 3238868098140387840;3288;-0,28304386;10,75513452;0,608808389;0,935609818
Gaia EDR3 3238868171156736768;3289;3,14E-03;11,89457475;0,644113826;0,936419547
Gaia EDR3 3240779397244096128;3290;0,3012333;12,57184247;0,519468604;0,709920168
Gaia EDR3 3240901820991551744;3291;0,17714119;13,1865224;0,918960395;0,800215781
Gaia EDR3 3241377183676037120;3292;-0,16830826;11,91025523;0,865743439;0,963484287
Gaia EDR3 3241526030062069120;3293;0,44369125;12,91507596;0,486224706;0,678313375
Gaia EDR3 3242153305741855744;3294;0,6213083;14,10974002;0,714646357;0,686901689
Gaia EDR3 3242395606321291136;3295;8,97E-02;11,89906808;0,540107049;0,878264546
Gaia EDR3 3243520063118545408;3296;0,6885071;13,70357247;0,497683159;0,560011506
Gaia EDR3 3247469062209123072;3297;0,61356926;13,72967706;0,571657364;0,536533415
Gaia EDR3 3247999993180754048;3298;1,2381496;15,14338565;0,494795313;0,982597709
Gaia EDR3 3248429932292652416;3299;1,355053;14,36330163;0;0,985877037
Gaia EDR3 3249114137765329920;3300;0,9531479;14,88842771;0,668936355;0,724126637
Gaia EDR3 3249479592234269056;3301;1,3844318;15,31656077;0,381056758;0,986098647
Gaia EDR3 3249479592235301376;3302;1,1044979;14,69974364;0,470276185;0,979899049
Gaia EDR3 3249740657527506048;3303;-2,49E-02;11,7188709;0,605093052;0,938897133
Gaia EDR3 3251244858154433536;3304;-0,48251915;11,56292956;1,213922958;0,883966208
Gaia EDR3 325134624944612992;3305;0,44952202;13,84394956;0,813688058;0,583380342
Gaia EDR3 3251748915515143296;3306;-0,14500713;11,3332129;0,598708792;0,924279571
Gaia EDR3 3251942081669060992;3307;1,3219242;15,41199462;0,497802905;0,946725011
Gaia EDR3 3252397558658251264;3308;0,7659054;14,35168377;0,643311622;0,510347188
Gaia EDR3 3252915149459995136;3309;1,2227402;14,79678066;0,403830697;0,940307975
Gaia EDR3 3254620736808973184;3310;0,5512543;13,56871708;0,579440321;0,545254886
Gaia EDR3 3254857814706920064;3311;0,72579765;14,5070764;0,752674311;0,549017072
Gaia EDR3 3254930932230273664;3312;0,48696136;13,8524309;0,805777495;0,482881129
Gaia EDR3 3256598792586547584;3313;0,76770973;13,5478862;0,392640777;0,60931313
Gaia EDR3 325863876032137088;3314;0,91381264;14,52556859;0,554470775;0,705778658
Gaia EDR3 325899163483416704;3315;0,8547306;14,26763419;0,520286778;0,546174765
Gaia EDR3 3259910246732532992;3316;0,31750298;13,1314732;0,70118158;0,654779553
Gaia EDR3 3260083965272439936;3317;1,1109447;14,65780403;0,452943918;0,915543914
Gaia EDR3 3260907808719363072;3318;0,6265106;14,24536893;0,824080777;0,452931732
Gaia EDR3 3261358750220612736;3319;0,3681507;12,91418376;0,552858776;0,64161104
Gaia EDR3 3261444817070147968;3320;0,6788101;14,26207988;0,780809042;0,457496315
Gaia EDR3 3261591090771914240;3321;1,0277567;14,76433361;0,551191855;0,95772469
Gaia EDR3 3262366899304566272;3322;-2,14E-02;11,69644984;0,591447915;0,922109485
Gaia EDR3 3262674487682440448;3323;-6,18E-02;10,47562038;0,319417552;0,958330512
Gaia EDR3 3262705170928796800;3324;0,5685215;13,51667489;0,544480439;0,525810659
Gaia EDR3 3263484003117848832;3325;0,49142265;13,546515;0,64296855;0,619653821
Gaia EDR3 3265153263632751232;3326;1,2594185;14,09435653;0;0,94830811
Gaia EDR3 3265259057266991360;3327;0,83708;14,21861403;0,575062737;0,495575219
Gaia EDR3 3265311627666274944;3328;0,8426151;14,21742683;0,515396082;0,572607756
Gaia EDR3 3266534357610950912;3329;1,2049026;14,62414364;0,361663433;0,944719493
Gaia EDR3 3266873724451739776;3330;0,8768501;14,5796359;0,614235751;0,707052112
Gaia EDR3 3268326733363581696;3331;0,76706314;14,09207855;0,542074437;0,529232085
Gaia EDR3 3268703483599047296;3332;0,48822212;14,02075405;0,836614381;0,553103149
Gaia EDR3 3268872915764532864;3333;0,7056465;14,91679017;0,934197135;0,572510779
Gaia EDR3 3270079526697712768;3334;1,1141062;14,74837371;0,47699232;0,974842787
Gaia EDR3 3273081120426349568;3335;1,1170139;14,96100189;0,539454359;0,959843159
Gaia EDR3 3273645105468368000;3336;0,13541412;12,05326473;0,538755854;0,855209768
Gaia EDR3 327426526869286656;3337;1,0988121;14,69456897;0,472994325;0,958164334
Gaia EDR3 3274761620869767168;3338;0,25850296;12,44538334;0,524830729;0,740072429
Gaia EDR3 3275831823640648192;3339;0,65582657;14,16695981;0,696930841;0,527209222
Gaia EDR3 327766649623335296;3340;0,84046936;14,41888844;0,586216596;0,582446337
Gaia EDR3 3278155091710087040;3341;1,1070938;14,82006395;0,503459118;0,883577347
Gaia EDR3 3278914205706332928;3342;0,13573647;12,12757398;0,562564163;0,835693479
Gaia EDR3 3279959050988934400;3343;1,1579361;14,91154121;0,490647896;0,961566329
Gaia EDR3 3279959050988935040;3344;0,94003296;14,87161111;0,673413829;0,819966972
Gaia EDR3 328009783428208256;3345;-0,45255947;10,93161696;1,012730951;0,598029375
Gaia EDR3 3282023517214000000;3346;1,0685387;14,59300268;0,465554001;0,89411819
Gaia EDR3 3282093301842469376;3347;1,1185665;14,97096617;0,541638592;0,974364042
Gaia EDR3 3283512672571389824;3348;0,7571125;14,06950476;0,54437351;0,573390722
Gaia EDR3 328360768156457216;3349;0,30710697;12,88969588;0,620468246;0,800510943
Gaia EDR3 3283853143218651264;3350;1,1579514;15,23417497;0,605101903;0,989938736
Gaia EDR3 3285329611240097920;3351;1,0370827;14,76944755;0,544235884;0,932266235
Gaia EDR3 3287289048334694144;3352;1,4848061;15,4625224;0;0,989563763
Gaia EDR3 3287636940687565824;3353;8,16E-02;12,03760529;0,598843045;0,941898227
Gaia EDR3 329127810659086208;3354;0,66641617;14,26684729;0,724665066;0,556189716
Gaia EDR3 3291925615855244416;3355;0,9251652;14,5967693;0,570433293;0,786558926
Gaia EDR3 3292685210887016192;3356;0,68008614;14,24158008;0,698442072;0,691938877
Gaia EDR3 3293635012838798464;3357;0,5371132;13,4803528;0,563517315;0,558205247
Gaia EDR3 3293912089768428160;3358;1,1591816;15,50109751;0,716661884;0,959012985
Gaia EDR3 3294248609046258048;3359;-0,3913021;10,3867249;0,67893882;0,915416718
Gaia EDR3 3294543969653440256;3360;0,45137787;13,09675333;0,52526909;0,764043212
Gaia EDR3 3295273903639520640;3361;0,5891266;13,55924836;0,538487121;0,537246943
Gaia EDR3 3297249936488848384;3362;-2,82E-02;11,72763495;0,612585837;0,93548739
Gaia EDR3 32983321608967168;3363;0,4615059;13,83077239;0,79357509;0,511783779
Gaia EDR3 3298487054572576768;3364;1,0207901;14,46272769;0,462573275;0,838775158
Gaia EDR3 3298772725735023744;3365;0,10517883;12,76541484;0,859783547;0,782821596
Gaia EDR3 3299044678766326912;3366;1,1366043;14,53990676;0,396813925;0,933449388
Gaia EDR3 3299310245184759808;3367;0,48801613;13,40906188;0,592334926;0,585632622
Gaia EDR3 3300472360255236736;3368;1,2073326;15,01925104;0,483015697;0,959777594
Gaia EDR3 3300838845520683008;3369;0,33669472;12,8337196;0,561255293;0,633663476
Gaia EDR3 3301217592917972864;3370;5,45E-02;11,84753552;0,561764369;0,878261924
Gaia EDR3 3301319572621418368;3371;0,9234371;14,34834225;0,491512407;0,943523943
Gaia EDR3 3302079433938683136;3372;0,36862946;12,88585153;0,543179244;0,626627564
Gaia EDR3 3302846072717868416;3373;-0,11470127;11,82870646;0,760263892;0,962524414
Gaia EDR3 3303258492657447296;3374;1,3031292;15,14885677;0,435229987;0,981044769
Gaia EDR3 3303672798085957888;3375;1,090725;14,64760562;0,465194913;0,929383039
Gaia EDR3 3304090857318319232;3376;-0,28124237;10,69964265;0,585810422;0,9424541
Gaia EDR3 3305474760206403200;3377;0,81876755;14,12424688;0,508308144;0,530421138
Gaia EDR3 3305972018634634880;3378;0,13854027;12,81833557;0,833829492;0,830073833
Gaia EDR3 330661599315957504;3379;0,8661289;15,09289582;0,839888261;0,585890889
Gaia EDR3 3306722607119077120;3380;-0,2868185;10,86705902;0,655243517;0,941612244
Gaia EDR3 3307769750209373696;3381;1,2616768;14,75235443;0,353084611;0,970075846
Gaia EDR3 3308815110889737344;3382;1,225214;14,80030232;0,402670211;0,94789499
Gaia EDR3 3309663491486629248;3383;0,39115906;13,0040811;0,557282409;0,575159729
Gaia EDR3 3311813685256807040;3384;0,7413349;14,31757753;0,657989628;0,505706906
Gaia EDR3 3312860733860742272;3385;0,2852249;12,68110862;0,570072797;0,747774124
Gaia EDR3 331355288075289472;3386;1,1256981;14,78486667;0,478596461;0,959457517
Gaia EDR3 3313606340183243136;3387;-0,25275135;11,05027056;0,664520996;0,947806716
Gaia EDR3 3313714023603261568;3388;-0,33930874;10,63504764;0,667068702;0,933217883
Gaia EDR3 3313742056853382144;3389;0,5420017;13,39257366;0,529351027;0,506606042
Gaia EDR3 3315330438840951552;3390;-0,10711479;11,29591611;0,538938665;0,924507439
Gaia EDR3 3316000080076232960;3391;5,42E-02;11,8867811;0,574919698;0,898192883
Gaia EDR3 3316555604029932928;3392;1,3077602;15,14019739;0,435229987;0,968477249
Gaia EDR3 3317669890345215744;3393;0,79192734;14,31317546;0,598056269;0,514267027
Gaia EDR3 3318463707678938368;3394;0,15002632;12,2385295;0,584390992;0,810311913
Gaia EDR3 3318722672728544384;3395;0,58568573;13,61376607;0,560080285;0,521685898
Gaia EDR3 3319879122738292736;3396;0,44856834;13,31920274;0,6055149;0,528484106
Gaia EDR3 3320184202856435840;3397;0,83092594;14,42041003;0,597650027;0,706207752
Gaia EDR3 3320336687079870848;3398;0,81866264;14,23554173;0,607251959;0,49199301
Gaia EDR3 3321431014682434176;3399;7,84E-02;11,9518207;0,569889243;0,904501796
Gaia EDR3 3321844289319037312;3400;1,0070744;14,60097803;0,512407672;0,855281532
Gaia EDR3 3322260454472532224;3401;0,63090897;13,6481775;0,527553111;0,526277184
Gaia EDR3 3324181683539044224;3402;0,81527805;14,34369819;0,583925539;0,633159757
Gaia EDR3 332463900735873280;3403;0,61852455;13,6026454;0,52513505;0,558609784
Gaia EDR3 3324963367588643968;3404;0,122982025;11,52704629;0,419851259;0,886708379
Gaia EDR3 3325306582725392000;3405;0,8137741;14,21821575;0,606055693;0,489180863
Gaia EDR3 3326650224581677312;3406;0,71254826;14,02367264;0,573290789;0,527549386
Gaia EDR3 3327735850578745088;3407;-0,38833427;10,07770806;0,570758552;0,910615325
Gaia EDR3 332820971434386432;3408;0,23081875;12,99554777;0,769877361;0,894664049
Gaia EDR3 3328211767314219136;3409;0,5955334;13,50966902;0,518524653;0,543033659
Gaia EDR3 3329297122730109056;3410;0,44939804;14,056524;0,894675278;0,594980419
Gaia EDR3 3329891756660774656;3411;0,8828411;14,47874149;0,56683479;0,826263785
Gaia EDR3 3330014107393211264;3412;0,304224;13,51563555;0,868235565;0,544244885
Gaia EDR3 333010327952701696;3413;0,4857483;13,23107996;0,533159199;0,673712611
Gaia EDR3 3330320390098370432;3414;0,6126118;13,60995389;0,53247354;0,542309523
Gaia EDR3 3330957870623351424;3415;4,35E-02;12,59176935;0,876708422;0,894114017
Gaia EDR3 3331035557987931776;3416;0,957098;14,30862616;0,459044997;0,818898797
Gaia EDR3 333157692573502080;3417;1,2379551;15,02400851;0,459567782;0,974163055
Gaia EDR3 3332363385783544192;3418;0,43057632;11,84338671;0,266558522;0,628724217
Gaia EDR3 3332506395312606208;3419;0,79582214;14,0189047;0,49747708;0,540229857
Gaia EDR3 3332761855668238464;3420;0,2532463;13,16862725;0,806011725;0,651320934
Gaia EDR3 3333427648612765440;3421;1,003397;14,86042825;0,612315904;0,872001886
Gaia EDR3 3333830379107891968;3422;0,32295418;11,73753361;0,301674146;0,748413801
Gaia EDR3 3333971597632801920;3423;-0,16415977;11,21583712;0,581605665;0,927497745
Gaia EDR3 3335232286495908992;3424;-3,09E-02;12,0489623;0,751526768;0,90064764
Gaia EDR3 333536852290245504;3425;1,2429237;14,95411992;0,435229987;0,935456872
Gaia EDR3 3335504587422612736;3426;0,6185837;14,31978279;0,80229087;0,566088557
Gaia EDR3 3336313351242526592;3427;0,2247448;13,77826327;1,05462373;0,772531509
Gaia EDR3 3336501573889129216;3428;0,524868;13,64718659;0,642889256;0,54576987
Gaia EDR3 3336517134554252416;3429;0,32221794;12,90652452;0,606271289;0,66815865
Gaia EDR3 3337021260634868224;3430;1,1441936;14,86097122;0,486486695;0,983721912
Gaia EDR3 3337943549028544128;3431;-0,11415291;11,3967441;0,579955573;0,9573493
Gaia EDR3 3338064456654920960;3432;1,3874531;15,32596657;0,364463543;0,967636824
Gaia EDR3 3338529275192199296;3433;0,941597;14,50585738;0,525356607;0,873836279
Gaia EDR3 3338631946385925248;3434;0,27453995;12,1031262;0,429633322;0,772843599
Gaia EDR3 3339007292168550784;3435;0,49705315;13,90781613;0,780867335;0,526886404
Gaia EDR3 3339345628215124352;3436;1,0203896;14,6702688;0,524060832;0,858297348
Gaia EDR3 3339355661260116224;3437;0,13281822;12,81291562;0,839617;0,582090497
Gaia EDR3 3342121551481066496;3438;0,5374069;13,72230267;0,658126988;0,524215221
Gaia EDR3 334236695734051456;3439;0,30786324;12,79843466;0,583588125;0,604986131
Gaia EDR3 3342633752100340096;3440;0,3292408;12,86801857;0,581627509;0,579580784
Gaia EDR3 3345908063365625600;3441;1,1313591;14,59717742;0,421142349;0,927025557
Gaia EDR3 3346485856726656896;3442;0,98765564;14,68663368;0,555314719;0,916124344
Gaia EDR3 3346603611845335424;3443;1,5346966;15,58896614;0;0,990343392
Gaia EDR3 3346787883122375680;3444;1,104538;14,74136777;0,482416062;0,967144847
Gaia EDR3 334716353385995648;3445;1,1124325;14,9259436;0,530924588;0,942721963
Gaia EDR3 3347953532952671360;3446;-0,16662598;12,07543512;0,928568653;0,920874119
Gaia EDR3 3348071631670500736;3447;-0,45231247;9,457037284;0,534541395;0,880596161
Gaia EDR3 3348678699526809600;3448;0,5274601;13,84678626;0,719954725;0,639439046
Gaia EDR3 3348917053032143616;3449;-0,18781948;11,64299153;0,788784002;0,935824335
Gaia EDR3 3349433720417383296;3450;-0,10881233;11,42467679;0,584120992;0,961670876
Gaia EDR3 3350123251647482624;3451;-0,23061848;11,34281847;0,740561103;0,930158794
Gaia EDR3 335069060394013952;3452;0,6500168;13,83563457;0,571681345;0,551366925
Gaia EDR3 335110150347517568;3453;0,8098793;13,69396042;0;0,480155349
Gaia EDR3 3351822508211529216;3454;0,38121796;12,80517317;0,509476565;0,59423244
Gaia EDR3 3352026776855631744;3455;1,27E-02;12,39962302;0,841275438;0,851219654
Gaia EDR3 3354582217971214464;3456;0,93237686;14,75442127;0,630324744;0,770029247
Gaia EDR3 3356925685273136384;3457;0,79650307;14,40845883;0,631999955;0,512368858
Gaia EDR3 335801708801349888;3458;7,89E-02;12,7632659;0,895449814;0,84667635
Gaia EDR3 3358160853443656704;3459;0,44092178;13,3597938;0,631264063;0,526358545
Gaia EDR3 3358418684623972864;3460;1,0872021;14,85076723;0,527341445;0,973083019
Gaia EDR3 3360183783038606336;3461;0,18685532;12,31180396;0,563772314;0,83357209
Gaia EDR3 3360357673380278016;3462;0,805954;14,3100837;0,657740385;0,487373561
Gaia EDR3 3360380556966279552;3463;-6,79E-02;12,06756961;0,803863042;0,89416194
Gaia EDR3 3361992818968395264;3464;0,87159157;14,14104472;0,51764313;0,472931266
Gaia EDR3 3362709086369200256;3465;1,2710266;15,20693651;0,485808482;0,98132962
Gaia EDR3 3363328214498168832;3466;0,8731365;14,3163087;0,520161362;0,542143822
Gaia EDR3 3365347776840934784;3467;0,83823395;14,10731282;0,532706743;0,461262494
Gaia EDR3 33656531962611072;3468;-0,25430298;12,11563971;1,057741337;0,860551
Gaia EDR3 3366672379112835328;3469;0,8684559;14,02114725;0,435229985;0,662412226
Gaia EDR3 3366902722502097408;3470;0,57572937;13,51183771;0,535792662;0,505821586
Gaia EDR3 3367112974037883904;3471;0,11299038;11,99413045;0,544830671;0,924770474
Gaia EDR3 3367242029213176192;3472;1,0975571;14,89861514;0,535127314;0,889788449
Gaia EDR3 3368276115605334144;3473;1,0962086;14,82043224;0,511769956;0,942157149
Gaia EDR3 3368978359936837760;3474;0,2749672;12,69291212;0,587363965;0,647731364
Gaia EDR3 3369000732425304576;3475;-0,11172867;11,42440259;0,587985646;0,94433558
Gaia EDR3 336905343596671616;3476;1,5000114;15,39761607;0;0,979119062
Gaia EDR3 3369278767129521792;3477;0,7427292;14,35713681;0,754034496;0,472988427
Gaia EDR3 3369544234764481024;3478;1,0177326;14,83156157;0,586940221;0,919860482
Gaia EDR3 3369759081913153536;3479;0,93335915;14,49431115;0,527059158;0,761960506
Gaia EDR3 3370182290811242624;3480;1,2437592;15,05718888;0,464721495;0,966101527
Gaia EDR3 3370342445848382080;3481;-0,36797523;10,28426771;0,599782004;0,899617076
Gaia EDR3 3370398177342099200;3482;0,6631813;13,83724778;0,559235;0,530636668
Gaia EDR3 337078070001329664;3483;1,0763245;14,83315833;0,530843292;0,933683693
Gaia EDR3 3371842798183972608;3484;-3,90E-02;11,90266529;0,699382468;0,904878497
Gaia EDR3 3371995316767463040;3485;0,5017376;13,24619358;0,533358147;0,488070458
Gaia EDR3 3372355922219793536;3486;-0,21909332;12,88717203;1,191875491;0,503028274
Gaia EDR3 3372378152970731392;3487;1,1289234;14,56961781;0,414034191;0,897020578
Gaia EDR3 3373664100537553792;3488;0,5358658;13,74324365;0,66837143;0,513751507
Gaia EDR3 3374162286678753920;3489;1,2526531;14,70457831;0,346940904;0,969684601
Gaia EDR3 3374353017590346624;3490;0,17314911;12,13869825;0,524662388;0,842799067
Gaia EDR3 337449812306056832;3491;1,2759838;14,9461943;0,40351394;0,977877557
Gaia EDR3 3374672700592145152;3492;0,2300148;13,54101682;0,974092083;0,654237211
Gaia EDR3 3375989636352188032;3493;0,2536068;13,38048285;0,885996262;0,694130123
Gaia EDR3 3378775008542150144;3494;0,71312714;13,93124183;0,541210656;0,540443242
Gaia EDR3 3379144414387480704;3495;0,11876106;12,30133412;0,653639622;0,89069593
Gaia EDR3 3380334390907004928;3496;0,70928574;14,33839479;0,70328773;0,509312272
Gaia EDR3 3382277296672027136;3497;0,9323063;14,39522209;0,499409068;0,874971271
Gaia EDR3 3382300180258005888;3498;1,0133533;14,82155399;0,586850222;0,896709383
Gaia EDR3 3383908701345884800;3499;1,2571907;14,91039311;0,410277273;0,978327155
Gaia EDR3 3386162214851684864;3500;0,5565796;14,00919337;0,750661017;0,517050743
Gaia EDR3 3387214000802481408;3501;0,42436028;12,98881319;0,52002752;0,584145546
Gaia EDR3 3388547502247560192;3502;1,0036335;14,71784402;0,554421933;0,953314662
Gaia EDR3 3389454156961242240;3503;-0,18075466;11,78851402;0,836136672;0,956894159
Gaia EDR3 3389551257581411840;3504;0,730299;13,62473812;0,435229984;0,5243752
Gaia EDR3 3392962110153133056;3505;1,0047283;14,74103751;0,562194509;0,825826645
Gaia EDR3 3394087945636978432;3506;0,4737873;11,99954553;0,256406161;0,574121118
Gaia EDR3 339492017717622016;3507;0,6987324;13,79193679;0,512838736;0,536691248
Gaia EDR3 339492052075797376;3508;1,4161491;15,487637;0,278072013;0,981826842
