  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  
   79629.868768227316       0.75804800000000006        4.9321382279299546E-004   8.1091745999999993        1.2566300000000001E-002   8.7554200320061941        8.5610782094040534        9.1284710353439511        7.9394262916019169        8.4886785241272324        9.0527295274649919        9.4564710353439505        9.8212125432229147        8.5651152225272309        9.0597086779134859        9.4684501857924435        9.7682495563460900        9.9881916936714052     
   78927.255217945218       0.74065199999999998        5.0775282044736509E-004   8.1111754999999999        1.2537400000000001E-002   8.7691015844023319        8.5749310006619446        9.1416847690548941        7.9534263109215537        8.5025935731401496        9.0661767577927144        9.4696847690548971        9.8341927803170819        8.5790382751401495        9.0731171884895154        9.4816251997516972        9.7813000547952846        10.001133211013883     
   78225.077124017946       0.72313899999999998        5.2258634953346924E-004   8.1131644999999999        1.2508699999999999E-002   8.7827505312804757        8.5887500068393532        9.1548660592672899        7.9673915083982276        8.5164748411269482        9.0795903691137649        9.4828660592672893        9.8471417494208158        8.5929274991269491        9.0864932201300856        9.4947689102836090        9.7943192417084131        10.014044600437137     
   77524.504658313381       0.70553699999999997        5.3786133799832219E-004   8.1151391999999998        1.2480300000000000E-002   8.7963348379603872        8.6025029191415960        9.1679836616212071        7.9812893299228023        8.5302899118757622        9.0929387355365847        9.4959836616212066        9.8600285877058305        8.6067504686757630        9.0998051966237128        9.5078501227083372        9.8072761372399988        10.026895048792959     
   76812.871381491364       0.68752800000000003        5.5387163694399532E-004   8.1171279999999992        1.2451800000000001E-002   8.8100807042495006        8.6164190100347184        9.1812552502165445        7.9953517798199414        8.5442692108965730        9.1064437568636158        9.5092552502165404        9.8730667435694741        8.6207377228965711        9.1132743648020949        9.5210858581550255        9.8203854564313247        10.039897351507953     
   76084.641741103798       0.66896199999999995        5.7076427537231216E-004   8.1191473999999992        1.2422900000000001E-002   8.8241087689248499        8.6306201848998736        9.1947977869436226        8.0097018320748976        8.5585351311257636        9.1202241491445353        9.5227977869436256        9.8863714247427108        8.6350117207257622        9.1270192152212939        9.5345928530203832        9.8337629605686043        10.053166490819470     
   75345.097636621518       0.64995499999999995        5.8839251341476033E-004   8.1211845000000000        1.2393800000000000E-002   8.8383190481873974        8.6450051400902304        9.2085148305330300        8.0242370179930589        8.5729858923265674        9.1341816746722024        9.5365148305330329        9.8998479863938620        8.6494706303265652        9.1409418252420451        9.5482749811028746        9.8473134766302017        10.066608136963705     
   74592.987278379238       0.63047399999999998        6.0705033028034445E-004   8.1232363999999997        1.2364500000000000E-002   8.8527274920886061        8.6595901139920617        9.2224214199834709        8.0389738990955255        8.5876378696642259        9.1483317975590897        9.5504214199834667        9.9135110424078494        8.6641308152642242        9.1550576325999575        9.5621472550243336        9.8610517436800098        10.080236877448714     
   73824.582571492108       0.61041599999999996        6.2688486907148901E-004   8.1253062000000007        1.2335100000000000E-002   8.8673629878588329        8.6744048610508315        9.2365438700588776        8.0539430598428332        8.6025211779936832        9.1627020601937303        9.5645438700588770        9.9273856799240292        8.6790224027936844        9.1693940456874330        9.5762358555525786        9.8750032216668799        10.094077665417728     
   73015.825566233645       0.58913000000000004        6.4833721005743425E-004   8.1274572999999997        1.2304600000000001E-002   8.8826981661299040        8.6899275156536131        9.2513387316262676        8.0696273775773175        8.6181161038969893        9.1777566693933519        9.5793387316262670        9.9419207938591843        8.6946259330969884        9.1844143255563981        9.5909963877893123        9.8896192113025609        10.108578450022231     
