  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  
   79342.521827588498       0.12506100000000001        3.1450572286229316E-004   8.9301551000000003        6.1073999999999998E-003   10.269272086581314        10.073385213616916        10.647830220459507        9.4510236978686386        10.000403582215796        10.568009095312348        10.975138610678982        11.344072862861744        10.078403582215795        10.574335854130709        10.987138610678983        11.291025483643384        11.514054494262862     
   78125.534210179045        9.7546999999999995E-002   3.2818910417128677E-004   8.9308177999999998        6.1027000000000000E-003   10.284357045255991        10.088680066547088        10.662096791069981        9.4666889486840340        10.015731938413953        10.582607258940062        10.989457222715231        11.358269776136250        10.093731938413953        10.589019562452176        11.001457222715231        11.305134201424131        11.528217904269383     
   76929.161710619257        7.0114999999999997E-002   3.4251996715823908E-004   8.9314433999999991        6.0983000000000001E-003   10.299108690930378        10.103638648095345        10.676043314620717        9.4820114467821561        10.030722858588252        10.596880355614623        11.003456203863838        11.372149120034901        10.108722858588251        10.603377455350653        11.015456203863838        11.318926246698869        11.542064909541995     
   75771.171161649138        4.3122000000000001E-002   3.5771397964251149E-004   8.9320860000000000        6.0937999999999999E-003   10.313468936521232        10.118199823616209        10.689623635007074        9.4969251602677147        10.045314702288898        10.610777404985889        11.017088416545526        11.385665533661694        10.123314702288901        10.617357065197034        11.029088416545527        11.332357529450547        11.555550654989002     
   74631.814394336674        1.6197000000000000E-002   3.7377134190427340E-004   8.9326915000000007        6.0895999999999997E-003   10.327517898680727        10.132447005993521        10.702904698565094        9.5115189936752191        10.059591535801859        10.624370624438457        11.030421691508993        11.398884872948424        10.137591535801858        10.631032147190689        11.042421691508993        11.345492584196196        11.568740343140087     
   73527.195284026748       -1.0329000000000000E-002   3.9058448441593897E-004   8.9333142999999993        6.0851999999999998E-003   10.341251568703933        10.146373472241750        10.715893262808132        9.5257818280565427        10.073546129647129        10.637662446817545        11.043461971268970        11.411814690797373        10.151546129647128        10.644403812683764        11.055461971268970        11.358340067731158        11.581642033391995     
   72446.264977370927       -3.6639999999999999E-002   4.0847697384299410E-004   8.9338981999999998        6.0810999999999999E-003   10.354618364445273        10.159929385257108        10.728530476122117        9.5396666913638981        10.087129111449798        10.650596870436218        11.056150804439007        11.424395430936745        10.165129111449797        10.657416924945796        11.068150804439007        11.370839783627169        11.594195704744056     
   71398.156756488606       -6.2559000000000003E-002   4.2734130363493249E-004   8.9344996999999999        6.0768999999999997E-003   10.367655533192650        10.173150532516150        10.740859612247391        9.5532070830892017        10.100375901841350        10.663214795895247        11.068531059121341        11.436670874796992        10.178375901841353        10.670111612094392        11.080531059121341        11.383036059797838        11.606445505471786     
   70368.128378273075       -8.8364999999999999E-002   4.4739337817659928E-004   8.9350632000000001        6.0730000000000003E-003   10.380387867398895        10.186064056554791        10.752895742432138        9.5664341236413080        10.113314241723241        10.675535118750204        11.080618306457410        11.448655119295239        10.191314241723241        10.682507867943926        11.092618306457410        11.394942117301515        11.618404934126787     
   69371.965589471569      -0.11371500000000000        4.6852573696040168E-004   8.9356437000000000        6.0689000000000003E-003   10.394415175911259        10.200362328222791        10.766107370141786        9.5813965416038940        10.127729193116526        10.689273401840783        11.093803308689107        11.461614898365948        10.205556949981737        10.696210598399727        11.105740505248054        11.407918959818627        11.631248033472215     
   68395.574211625484      -0.13888100000000000        4.9117007335115661E-004   8.9361847000000001        6.0651000000000004E-003   10.409009533379555        10.215276554681273        10.779820811370017        9.5971690607256033        10.142811746273741        10.703647693456675        11.107446062356386        11.474964734619872        10.220371373302433        10.710487250877838        11.119285619777548        11.421339483633504        11.644429543027405     
   67447.988151265992      -0.16367499999999999        5.1532690976506502E-004   8.9367429999999999        6.0612000000000001E-003   10.423248939502972        10.229826088103000        10.793205156839111        9.6125522697214514        10.157524945427337        10.717673964087819        11.120761500699643        11.487995897145023        10.234823914918127        10.724418762902946        11.132506299514770        11.434439553284491        11.657297039820680     
   66519.656820797274      -0.18826499999999999        5.4110466732913665E-004   8.9372592999999991        6.0575999999999998E-003   10.437124811638920        10.244005295459598        10.806243465577634        9.6275483350539623        10.171864983228520        10.731341399336156        11.133731812126637        11.500687709172876        10.248908223941680        10.737993365018237        11.145383777808714        11.447199362623873        11.669828021403955     
   65619.512559736671      -0.21246000000000001        5.6861186217832939E-004   8.9377866000000008        6.0539000000000001E-003   10.450654455429714        10.257828758068719        10.818960870333477        9.6421644795580299        10.185844699149847        10.744669347934735        11.146382977996378        11.513068831764297        10.262639562924694        10.751231299190710        11.157944929252352        11.459646724101397        11.682052890683174     
   64737.362261509632      -0.23645800000000000        5.9817290482436648E-004   8.9382728000000000        6.0505999999999997E-003   10.463801231563254        10.271263053241684        10.831311766398612        9.6563756704494406        10.199432550432499        10.757618764858671        11.158668532981645        11.525089741660098        10.275983698267835        10.764092501084820        11.170142269207796        11.471732975077062        11.693920244469284     
   63883.690945700240      -0.26002399999999998        6.2989663347678970E-004   8.9387787999999997        6.0470000000000003E-003   10.476668697353189        10.284408484381428        10.843408904004322        9.6702736138183507        10.212726851880342        10.770295656430383        11.170702167410843        11.536867274694549        10.289041738276003        10.776684025524952        11.182090536505411        11.483574011288033        11.705548907195640     
   63045.776781732413      -0.28343299999999999        6.6432375040079703E-004   8.9392498000000007        6.0438000000000002E-003   10.489182799242652        10.297195053588677        10.855166999146213        9.6837988647045741        10.225659910851789        10.782622966418458        11.182397564204930        11.548311297239447        10.301742632066851        10.788927544096634        11.193702141883101        11.495080732180732        11.716846439976337     
   62234.470663470624      -0.30642700000000000        7.0145567414442661E-004   8.9397426000000006        6.0403000000000002E-003   10.501442884597873        10.309718686041810        10.866694937794998        9.6970384310017099        10.238325649266143        10.794702606487592        11.193864527504322        11.559534868703365        10.314183162708160        10.800926053553939        11.205087974570668        11.506365278994037        11.727927905479033     
   61439.404831790511      -0.32922200000000001        7.4183380414109476E-004   8.9402018000000005        6.0371000000000001E-003   10.513378490959196        10.321912239982455        10.877913148107810        9.7099336267610479        10.250658788543303        10.806461608652759        11.205022659063784        11.570454480513318        10.326295373265635        10.812605549135940        11.216166599546961        11.517344969557348        11.738707931952474     
   60668.603743996500      -0.35163400000000000        7.8600012759849841E-004   8.9406818999999995        6.0337999999999998E-003   10.525020100850835        10.333803655606136        10.888859116620434        9.7225059591580383        10.262685798978840        10.817932413321135        11.215910112873335        11.581110693996532        10.338107788380537        10.823999273695534        11.226976973247734        11.528059697743632        11.749228550623833     
