  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  
   78797.420368239604       0.55757400000000001        5.1086969449991673E-004   8.3608740000000008        1.0188300000000001E-002   9.2058184295331973        9.0106154494595518        9.5809702836422392        8.3864124693859043        8.9377357074227266        9.5033907316061299        9.9089702836422386        10.275496501752711        9.0147890413483633        9.5103907316061314        9.9209169497166005        10.222616759715885        10.442939997752712     
   77485.064698198606       0.52642599999999995        5.3298243173230733E-004   8.3628503999999992        1.0165100000000000E-002   9.2264108784462096        9.0314624639065713        9.6007802760987744        8.4075140493669309        8.9587139574367498        9.5235184289074013        9.9287802760987738        10.294928598708232        9.0358274820186608        9.5305184289073992        9.9406667515168579        10.242180092238414        10.462380000308237     
   76193.688838611255       0.49531100000000000        5.5589960813505002E-004   8.3647670999999999        1.0142699999999999E-002   9.2465835198572321        9.0518857136895114        9.6201867102792136        8.4281879075217887        8.9792663448056516        9.5432357311101548        9.9481867102792165        10.313962953730798        9.0564410805231290        9.5502357311101562        9.9600119745617377        10.261343584846937        10.481422022130801     
   74924.697809445759       0.46425499999999997        5.7972496318281226E-004   8.3666494999999994        1.0120700000000000E-002   9.2664030882026367        9.0719515506407440        9.6392571978395516        8.4485000130788599        8.9994590808598041        9.5626097799115648        9.9672571978395474        10.332667803182385        9.0766958934449526        9.5696097799115627        9.9790203852543975        10.280175333401441        10.500134401182383     
   73676.502284793547       0.43321999999999999        6.0448498017079541E-004   8.3684998000000004        1.0099199999999999E-002   9.2858670783828163        9.0916577787258586        9.6579880949538133        8.4684484790688987        9.0192901284973797        9.5816374125825536        9.9859880949538127        10.351039044039252        9.0965898617831993        9.5886374125825551        9.9976883616679917        10.298671393810773        10.518513043239254     
   72448.600406670346       0.40220600000000001        6.3025780126871214E-004   8.3703160000000008        1.0078100000000000E-002   9.3050031337393335        9.1110321496580013        9.6764065253787805        8.4880611655766671        9.0387872896173320        9.6003459955793922        10.004406525378780        10.369103633500782        9.1161507112947220        9.6073459955793936        10.016043103701392        10.316858773460115        10.536584897500781     
   71241.655014312390       0.37123800000000001        6.5707006563341965E-004   8.3720996999999997        1.0057399999999999E-002   9.3238032164274021        9.1300664866245373        9.6945046855736212        8.5073297568216777        9.0579423211231092        9.6187276349512256        10.022504685573621        10.386853979677914        9.1353700776412072        9.6257276349512271        10.034076929055518        10.334729814176486        10.554342378477914     
   70055.461759381360       0.34031899999999998        6.8497429295106822E-004   8.3738504999999996        1.0037200000000000E-002   9.3422482218984282        9.1487417275465521        9.7122631579566896        8.5262352331946740        9.0767361813706149        9.6367630610155270        10.040263157956693        10.404270600484507        9.1542288357839592        9.6437630610155285        10.051770503543343        10.352265054308566        10.571766002484507     
   68889.812068843821       0.30945499999999998        7.1402310105612803E-004   8.3755681000000006        1.0017300000000000E-002   9.3620168294637267        9.1688476134430701        9.7310267499256824        8.5470672154774299        9.0971249081467569        9.6560750266912621        10.058970988250021        10.422698238346335        9.1744051429605236        9.6630750266912599        10.070413458732567        10.370642476670675        10.590089491953222     
   67744.181515396020       0.27864200000000000        7.4424337868076406E-004   8.3772488999999997        9.9979999999999999E-003   9.3814753754869553        9.1886431254323337        9.7494811212508079        8.5676024410914042        9.1172050508094085        9.6750820436931146        10.077366301082504        10.440822366905428        9.1942628827124881        9.6820820436931125        10.088746543802349        10.388707546737121        10.608105780656969     
