  #       Teff 			 log(L/Lsun) 		 tcool(gyr) 			logg(CGS)		  R/R_sun		       G3      			Bp3    			Rp3     		    u      			g      			 r      		 i       		z     				g		       r       			i      			 z       			y  
   79225.684476553972       -2.1640000000000000E-002   2.8735362786727592E-004   9.0985393999999999        5.1735000000000001E-003   10.619487301942767        10.424036322647458        10.997187486111192        9.8027238153741632        10.350672685282293        10.918208095968224        11.324628555028701        11.693156965876353        10.428642165047455        10.924255007285735        11.336598034793864        11.640079534324011        11.863126445641518     
   78083.990510151387       -4.7375000000000000E-002   3.0135831260989223E-004   9.0990602000000003        5.1704000000000003E-003   10.633147904188826        10.437927346886793        11.010090136059235        9.8170502307603602        10.364607026200099        10.931457420506193        11.337602057694918        11.706014215945929        10.442531106086792        10.937573101341870        11.349526137581607        11.652822614996944        11.875938295832624     
   76962.470476450821       -7.2989999999999999E-002   3.1633365815451951E-004   9.0995437999999993        5.1675000000000002E-003   10.646507628524102        10.451513309628812        11.022705954350172        9.8310646374709876        10.378236081321365        10.944413563607238        11.350286935609976        11.718585007457616        10.456115134428813        10.950596369667036        11.362165988717418        11.665281254505263        11.888464060565067     
   75875.226408184593       -9.8212999999999995E-002   3.3238763575326401E-004   9.1000498000000007        5.1644999999999998E-003   10.659535479446616        10.464760633364977        11.035012812641506        9.8447284108608475        10.391525507274141        10.957050643119052        11.362660416091524        11.730847739532345        10.469360434164978        10.963298047369070        11.374495342982366        11.677435262173164        11.900682666423181     
   74809.714960425306      -0.12325200000000000        3.4962826857113782E-004   9.1005181999999998        5.1617000000000000E-003   10.672245601827502        10.477685731635415        11.047016943943664        9.8580622644350200        10.404492346079280        10.969378175055535        11.374729358003755        11.742808256699799        10.482283658835417        10.975688516315625        11.386520670759889        11.689289228195843        11.912599569455931     
   73777.511079383810      -0.14787700000000001        3.6816363791226079E-004   9.1010106000000004        5.1587999999999998E-003   10.684634319371799        10.490282859555922        11.058721907263113        9.8710564785035970        10.417130232091669        10.981396738739296        11.386496783619428        11.754470492327368        10.494878817155922        10.987767572695613        11.398245368683682        11.700848243435306        11.924219077391623     
   72765.245678525549      -0.17233299999999999        3.8820966987969998E-004   9.1014655999999992        5.1561000000000003E-003   10.696724801194900        10.502577614459195        11.070142379845098        9.8837411661061019        10.429465383534428        10.993124530941543        11.397978086202013        11.765848748369866        10.507171752059197        10.999554374898459        11.409684454726783        11.712125272937723        11.935555116894637     
   71784.552935551284      -0.19638300000000000        4.0976682688801704E-004   9.1019427999999998        5.1533000000000004E-003   10.708512895064507        10.514563755677392        11.081281541990192        9.8961061655383293        10.441490986748194        11.004561718509526        11.409175855625834        11.776946539719388        10.519155984477395        11.011048260945172        11.420840853355033        11.723124995012943        11.946611537448588     
   70824.415653270626      -0.22021399999999999        4.3337462881797251E-004   9.1023837000000007        5.1506000000000000E-003   10.720038167705784        10.526282819375130        11.092171961173108        9.9081965736992146        10.453249056685163        11.015743706077128        11.420123282297748        11.787796189063076        10.530873284575133        11.022285492401767        11.431747510187716        11.733878630628404        11.957420416953045     
   69894.338668453172      -0.24364400000000000        4.5914163352392732E-004   9.1028468000000000        5.1479000000000004E-003   10.731564858540036        10.538007944139498        11.103058376141643        9.9203328541659559        10.465020382861940        11.026950766701791        11.431043463236552        11.798600377637090        10.542581644034410        11.033533160140568        11.442630203447262        11.744615290542178        11.968172204942714     
